,Calle,Colonia,Delegacion,Estado,Foto,HerramientasFaltantes,HerramientasSobrantes,Hora,HoradelReporte,ManodeObraFaltante,ManodeObraSobrantes,MedicamentosFaltantes,MedicamentosSobrantes,NumeroExterioroAproximado,NumerodePersonasAtrapadas,NumerodePersonasDesaparecidas,NumerodePersonasFallecidas,NumerodePersonasLesionadas,NumerodePersonasRescatadas,OtraReferenciadeUbicacion,Timestamp,TipodeInfraestructura,TipodeUso,TipodelDano,Verificado,ViveresFaltantes,ViveresSobrantes,latitud,longitud
127,,Niños Heroes,,Queretaro,,,,,,,,,,,,,,,,,2017-09-19 20:57:13,,,Ofrezco,,Ropa,,20.5866716,-100.40735
128,,Smnz 47,Benito Juarez,Quintana roo,,,,,,,,,,,,,,,,,2017-09-19 20:57:24,,,Ofrezco,,Manos,,21.1390859,-86.8496398
129,,Jesus del Monte,,México,,,,,,,,,,,,,,,,,2017-09-19 20:58:26,,,Ofrezco,,"Manos, Ayuda tanatológica en crisis",,19.3757973,-99.2958432
130,,Lomas Verdes,Naucalpan,De México ,,,,,,,,,,,,,,,,,2017-09-19 20:58:49,,,Ofrezco,,"Manos, Suministros médicos ",,19.5104272,-99.2556931
131,,Colina del sur,Alvaro obregon,Cuidada de México ,,,,,,,,,,,,,,,,,2017-09-19 20:58:50,,,Ofrezco,,"Manos, Ropa",,19.36651,-99.23208
132,,las brisas,monterrey,nuevo león,,,,,,,,,,,,,,,,quisiera ayudar pero estoy en otra ciudad solo se me ocurre enviar dinero o comida.,2017-09-19 20:59:17,,,Ofrezco,,"Comida, dinero",,25.6264838,-100.2820977
133,,Centro,Cuauhtémoc,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 20:59:39,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Ropa",,19.4302678,-99.1373136
134,,Roma,Roma ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 21:00:28,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza",,19.4095846,-99.1575732
135,,Prados Santa Lucía ,Zapopan,Jalisco,,,,,,,,,,,,,,,,Ropa para bebé desde recién nacido hasta 2 años,2017-09-19 21:01:28,,,Ofrezco,,Ropa,,20.7394315,-103.4223504
136,,Tabacalera,Cuauhtemoc,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-19 21:01:30,,,Ofrezco,,Refugio / Dónde dormir,,19.4360237,-99.1546097
137,,Anáhuac ,Miguel hidalgo ,CDMX,,,,,,,,,,,,,,,,,2017-09-19 21:01:33,,,Ofrezco,,"Manos, Ropa",,19.4445835,-99.1746778
138,,Del valle,Benito juarez,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 21:02:30,,,Ofrezco,,Refugio / Dónde dormir,,19.377698,-99.177032
139,,ajusco,coyoacan,cdmx,,,,,,,,,,,,,,,,,2017-09-19 21:03:35,,,Ofrezco,,Manos,,19.3166277,-99.1640508
140,,Bosques de las palmas,Huixquilucan,Edomex,,,,,,,,,,,,,,,,,2017-09-19 21:04:05,,,Ofrezco,,"Transporte, Manos",,19.4010652,-99.2771723
141,,Sta Lucía ,Álvaro Obregón ,México ,,,,,,,,,,,,,,,,,2017-09-19 21:07:20,,,Ofrezco,,"Comida, Refugio / Dónde dormir, Manos, Medicamentos",,19.3672725,-99.2352736
142,,"Calle Campos Elíseos 218 Polanco IV Sección 11550 Ciudad de México, CDMX México",,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 21:07:56,,,Ofrezco,,Manos,,19.4272125,-99.1936196
143,,San José del Jaral ,Atizapan de zaragoZa,Mexico ,,,,,,,,,,,,,,,,,2017-09-19 21:08:49,,,Ofrezco,,Refugio / Dónde dormir,,19.5954107,-99.2217537
144,,San Rafael ,Cuauhtemoc,Cdmx ,,,,,,,,,,,,,,,,,2017-09-19 21:10:18,,,Ofrezco,,"Refugio / Dónde dormir, Manos, Ropa",,19.2856668,-99.0135328
145,,San Pedro de los Pinos,Benito Juarez,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-19 21:10:34,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Artículos de limpieza, Medicamentos, Ropa, Gasolina",,19.3880449,-99.185752
146,,Amp Emiliano zapata,Gustavo a madero ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 21:11:03,,,Ofrezco,,"Transporte, Manos",,19.5000081,-99.0795365
147,,Roma Sur,Cuauhtémoc,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 21:11:05,,,Ofrezco,,"Manos, Dinero",,19.4073071,-99.1678232
148,,Lomas de Cuautepec,Gustavo A. Madero,Ciudad de México.,,,,,,,,,,,,,,,,"Vivo en una zona relativamente lejana, por lo que difícilmente puedo movilizarme.",2017-09-19 21:11:56,,,Ofrezco,,"Agua, Artículos de limpieza, Medicamentos",,19.5703182,-99.1359301
149,,Colinas del baoque,Tlalpan ,Tlalpan,,,,,,,,,,,,,,,,,2017-09-19 21:12:49,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir",,19.2780601,-99.146999
150,,San Ángel Inn ,Álvaro Obregón ,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 21:13:57,,,Ofrezco,,"Comida, Agua, Manos",,19.3498899,-99.19752
151,,"Centro, ayuda en derrumbes, hospitales, y albergues",Puebla,Puebla,,,,,,,,,,,,,,,,,2017-09-19 21:14:13,,,Ofrezco,,"Agua, Manos, Ropa",,19.040396,-98.194941
152,,Molino del Rey,Miguel Hidalgo,CDMX,,,,,,,,,,,,,,,,,2017-09-19 21:14:52,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Medicamentos, Ropa",,19.42287,-99.2034047
153,,Lomas de Tepalcapa,Atizapán,Estado de Mexico,,,,,,,,,,,,,,,,,2017-09-19 21:16:56,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Ropa",,19.5891511,-99.2432239
154,,Santa Ursula Coapa,Coyoacan,CDmx,,,,,,,,,,,,,,,,,2017-09-19 21:17:09,,,Ofrezco,,Manos,,19.3149524,-99.1435073
155,,Huichapan ,Miguel Hidalgo,CDMX,,,,,,,,,,,,,,,,,2017-09-19 21:18:02,,,Ofrezco,,Manos,,19.4612777,-99.1940586
156,,Pólvora ,Álvaro Obregón ,CDMX ,,,,,,,,,,,,,,,,,2017-09-19 21:21:15,,,Ofrezco,,"Agua, Manos",,19.3710404,-99.2203445
157,,Lindavista ,GAM,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-19 21:22:00,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos",,19.5037694,-99.1324282
158,,Jardín Balbuena,Venustiano Carranza,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 21:22:36,,,Ofrezco,,Manos,,19.4142597,-99.1041157
159,,Condesa,Cuauhtémoc ,D.F.,,,,,,,,,,,,,,,,,2017-09-19 21:22:40,,,Ofrezco,,"Refugio / Dónde dormir, Manos, Ropa",,19.4347413,-99.1402079
160,,3a Seccion lomas verdes,Naucalpan,Mexico,,,,,,,,,,,,,,,,,2017-09-19 21:26:37,,,Ofrezco,,Refugio / Dónde dormir,,19.519571,-99.2576726
161,,Parques del bisque,Tlaquepaque,Jalisco,,,,,,,,,,,,,,,,,2017-09-19 21:26:59,,,Ofrezco,,"Manos, Peritajes",,20.6033651,-103.4092688
162,,Alfonso XIII,Álvaro Obregón,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 21:27:44,,,Ofrezco,,"Manos, Ropa",,19.3758405,-99.1940586
163,,Pensador mexicano,Venustiano Carranza,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 21:28:09,,,Ofrezco,,"Agua, Refugio / Dónde dormir, Transporte, Manos",,19.4431568,-99.0861392
164,,Xotepingo ,Coyoacán ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 21:31:02,,,Ofrezco,,"Agua, Manos",,19.329186,-99.1407725
165,,Tlatelolco ,Cuauhtémoc ,CDMX,,,,,,,,,,,,,,,,,2017-09-19 21:31:06,,,Ofrezco,,"Manos, Medicamentos",,19.450926,-99.1414451
166,,Nonoalco mixcoac,Benito Juárez ,Df,,,,,,,,,,,,,,,,,2017-09-19 21:31:41,,,Ofrezco,,"Comida, Agua, Ropa",,19.3648274,-99.1944858
167,,Copilco,Coyoacán ,Coyoacán ,,,,,,,,,,,,,,,,,2017-09-19 21:32:19,,,Ofrezco,,"Comida, Agua, Manos",,19.3606064,-99.1712794
168,,San José Buenavista ,Cuautitlán Izcalli ,México ,,,,,,,,,,,,,,,,,2017-09-19 21:32:24,,,Ofrezco,,"Agua, Manos",,19.6775057,-99.2300873
169,,Estado de México,,Estado de Méxco,,,,,,,,,,,,,,,,,2017-09-19 21:34:12,,,Ofrezco,,"Agua, Transporte, Artículos de limpieza, Ropa",,19.4231994,-99.0432887
170,,La Joya,Tlalpan,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-19 21:37:43,,,Ofrezco,,"Comida, Agua",,19.27898,-99.1653351
171,,Hugo Cervantes del Río,Tlalnepantla de Baz,Estado de México,,,,,,,,,,,,,,,,,2017-09-19 21:39:32,,,Ofrezco,,"Agua, Manos, Artículos de limpieza",,19.5510862,-99.1736397
172,,Villa Olímpica,Tlalpan,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 21:40:55,,,Ofrezco,,Manos,,19.2989016,-99.1855077
173,,San Juan de Aragón,Gustavo A. Madero,CDMX,,,,,,,,,,,,,,,,,2017-09-19 21:43:32,,,Ofrezco,,"Manos, Ropa, Apoyo psicológico",,19.451751,-99.0777909
174,,Monumental,,Jalisco ,,,,,,,,,,,,,,,,,2017-09-19 21:43:42,,,Ofrezco,,"Comida, Agua, Medicamentos, Ropa",,20.7010067,-103.3255216
175,,Barrio Niño Jesus,Coyoacan,CDMX ,,,,,,,,,,,,,,,,,2017-09-19 21:45:42,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos",,19.3427429,-99.1599151
176,,San Jose de los Cedros ,Cuajimalpa,CDMX ,,,,,,,,,,,,,,,,,2017-09-19 21:49:31,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza, Ropa",,19.3699167,-99.286587
177,,Lomas de Zapopan,Zapopan,Jalisco,,,,,,,,,,,,,,,,,2017-09-19 21:53:23,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa, Croquetas ",,20.7447544,-103.400611
178,,Lomas de Becerra ,Alvaro Obregón,CDMX,,,,,,,,,,,,,,,,Soy Arquitecta con cédula profesional ,2017-09-19 21:54:57,,,Ofrezco,,"Comida, Refugio / Dónde dormir, Peritajes, Artículos de limpieza, Ropa",,19.3850689,-99.2010007
179,,Viveros de la Loma,Naucalpan/Tlalnepantla,Estado de Mexico,,,,,,,,,,,,,,,,,2017-09-19 21:56:26,,,Ofrezco,,"Comida, Refugio / Dónde dormir, Manos, Llamadas, mensajes etc ",,19.5203389,-99.2203687
180,,La magdalena ,Coacalco ,Edo de México ,,,,,,,,,,,,,,,,,2017-09-19 22:00:23,,,Ofrezco,,"Comida, Agua, Manos, Asistencia médica, Artículos de limpieza, Medicamentos",,19.6353757,-99.0882132
181,,Tlatelolco,Cuauhtémoc ,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-19 22:01:14,,,Ofrezco,,"Comida, Medicamentos",,19.4848666,-99.0876942
182,,Petrolera,Azcapotzalco,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 22:04:13,,,Ofrezco,,Manos,,19.4824359,-99.1975849
183,,San Jerónimo Lidice,Magdalena Contreras ,CDMX,,,,,,,,,,,,,,,,,2017-09-19 22:04:28,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza",,19.321644,-99.2204485
184,,villas de san jose,tultitlan,mexico,,,,,,,,,,,,,,,,,2017-09-19 22:07:46,,,Ofrezco,,Manos,,19.6336074,-99.131108
185,,puente blanco,iztapalapa,cdmx,,,,,,,,,,,,,,,,estoy a sus ordenes ,2017-09-19 22:08:26,,,Ofrezco,,"Agua, Manos, Ropa",,19.314886,-99.0782851
186,,CD. Cuauhtemoc,Ecatepec de Morelos,Estado de Mexico,,,,,,,,,,,,,,,,,2017-09-19 22:11:40,,,Ofrezco,,Manos,,19.6382082,-98.9880319
187,,Del Carmen ,Coyoacán ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 22:12:52,,,Ofrezco,,"Comida, Agua, Manos",,19.3538129,-99.1636051
188,,Insurgentes mixcoac ,Benito Juárez ,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-19 22:14:21,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,19.3753964,-99.1834109
189,,Agricola Oriental,Iztacalco ,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 22:16:38,,,Ofrezco,,"Comida, Agua, Manos, Medicamentos, Ropa",,19.40306,-99.068489
190,,Estrella del Dur ,Puebla ,Puebla ,,,,,,,,,,,,,,,,,2017-09-19 22:19:56,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza, Ropa",,19.040854,-98.2445422
191,,Santa María la Ribera,Cuautémoc,CDMX,,,,,,,,,,,,,,,,,2017-09-19 22:26:08,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos, Artículos de limpieza, Ropa",,19.4448206,-99.1577467
192,,Del Valle ,Benito Juárez ,Mexico,,,,,,,,,,,,,,,,,2017-09-19 22:26:58,,,Ofrezco,,"Comida, Manos, Ropa",,19.3910737,-99.1657372
193,,San Jeronimo Caleras,,Puebla,,,,,,,,,,,,,,,,,2017-09-19 22:28:02,,,Ofrezco,,Manos,,19.1258325,-98.2240321
194,,Los encinos,Lerma,Lerma estado de México,,,,,,,,,,,,,,,,,2017-09-19 22:28:24,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Gasolina",,19.293388,-99.4806038
195,,Lomas de chapultepec ,Miguel Hidalgo ,México ,,,,,,,,,,,,,,,,,2017-09-19 22:30:59,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,19.4249374,-99.2134442
196,,Tepeyac Insurgentes,GAM,México ,,,,,,,,,,,,,,,,,2017-09-19 22:33:55,,,Ofrezco,,"Artículos de limpieza, Medicamentos",,19.483042,-99.1189836
197,,Cove,Álvaro Obrgón,México ,,,,,,,,,,,,,,,,,2017-09-19 22:34:23,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",,18.8998617,-99.2310285
198,,Lomas de Tecamachalco,Naucalpan,Estado de México,,,,,,,,,,,,,,,,,2017-09-19 22:35:35,,,Ofrezco,,Manos,,19.4193192,-99.23699
199,,Polanco ,Miguel Hidalgo ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 22:35:53,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Artículos de limpieza, Medicamentos",,19.433077,-99.1982123
200,,Granada,Miguel Hidalgo ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 22:36:15,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos",,19.4409348,-99.1885208
201,,Zapopan ,,Jalisco,,,,,,,,,,,,,,,,,2017-09-19 22:38:39,,,Ofrezco,,Manos,,20.6432022,-103.4756929
202,,Centro,,Puebla,,,,,,,,,,,,,,,,,2017-09-19 22:38:39,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza",,19.0412967,-98.2061996
203,,Lomas de tarango,ALvaro obregon,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 22:41:11,,,Ofrezco,,"Agua, Manos, Asistencia médica, Artículos de limpieza",,19.3633995,-99.2178334
204,,"Hidalgo 115, progreso tizapan ",Alvaro Obregón,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 22:41:31,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos, Ropa",,19.340489,-99.2011132
205,,Jesus del monte,Huixquilucan,Estado de mexico,,,,,,,,,,,,,,,,,2017-09-19 22:43:30,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos, Artículos de limpieza, Ropa",,19.379596,-99.2938053
206,,San andres,Coyoacan,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 22:46:56,,,Ofrezco,,Manos,,19.3452429,-99.1455278
207,,Cumbres,,Nuevo León,,,,,,,,,,,,,,,,,2017-09-19 22:47:21,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos",,25.7385002,-100.4077932
208,,Centro ,Cuauhtémoc ,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 22:47:56,,,Ofrezco,,"Refugio / Dónde dormir, Manos",,19.4252293,-99.1373836
209,,COL. DEL VALLE,BENITO JUAREZ,CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,2017-09-19 22:49:02,,,Ofrezco,,"Comida, Agua, Manos",,19.3910737,-99.1657372
210,,Letrán Valle,Benito Juárez,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 22:51:12,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos, Ropa",,19.3782808,-99.1525281
211,,Unidad Emilio Portes gil,Tlalpan,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 22:51:53,,,Ofrezco,,"Comida, Agua",,19.3014976,-99.2207198
212,,Haciendas del Real,,Chihuahua ,,,,,,,,,,,,,,,,,2017-09-19 22:54:34,,,Ofrezco,,"Llamadas telefónicas, enlace con autoridades, gestión de alojamiento ",,31.5951153,-106.400895
213,,Las Águilas,Nezahualcóyotl,Mexico,,,,,,,,,,,,,,,,,2017-09-19 22:55:23,,,Ofrezco,,Manos,,19.3795136,-99.0032236
214,,San Juan de Aragón,Gustavo A Madero,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 22:56:30,,,Ofrezco,,"Comida, Agua, Manos",,19.501572,-99.117981
215,,Santiago Acahualtepec,Iztapalapa ,Cdmx,,,,,,,,,,,,,,,,"compañeros, si necesitan manos de ayuda, pueden contar conmigo. A veces es tanto lo que se requiere que no sabes por donde empezar, o dónde lo necesitan más. Pueden contar conmigo o si algún familiar fue fuertemente afectado puedo acompañarlos para tratar de reconfortar con un poco de ayuda, afortunadamente no estoy en una situación así, pero seguro que me gustaría contar con apoyo. Los quiero mucho 🖤",2017-09-19 22:58:51,,,Ofrezco,,"Manos, Ropa",,19.355646,-99.0025897
216,,Niños heroes,Benito juarez,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 22:59:07,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Ropa",,19.3429539,-99.0413761
217,,San Pedro de los Pinos,Benito Juárez,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 23:00:13,,,Ofrezco,,"Refugio / Dónde dormir, Carpas, tiendas de campaña, Me ofrezco como voluntario para ayudar a sacar a los que estan en los escombros",,19.3883287,-99.1857714
218,,Escandon,Miguel Hidalgo ,CD.MX. ,,,,,,,,,,,,,,,,,2017-09-19 23:00:36,,,Ofrezco,,"Agua, Medicamentos, Ropa",,19.4029153,-99.1829833
219,,El dorado,Tlalnepantla,Tlalnepantla,,,,,,,,,,,,,,,,,2017-09-19 23:02:33,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos, Artículos de limpieza, Ropa",,19.5534172,-99.2106429
220,,Toda cdmx,Toda cdmx,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 23:02:49,,,Ofrezco,,"Comida, Agua, Transporte, Artículos de limpieza, Ropa",,19.330838,-99.302087
221,,Toluca de Lerdo,,Estado de México ,,,,,,,,,,,,,,,,,2017-09-19 23:09:27,,,Ofrezco,,"Manos, Ropa",,19.2826098,-99.6556653
222,,Roma Sur,Cuauhtémoc,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 23:14:16,,,Ofrezco,,"Manos, Ropa",,19.4073071,-99.1678232
223,,Pantitlan ,Iztacalco,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 23:15:24,,,Ofrezco,,Manos,,19.40956,-99.070011
224,,Pedregal de Santa Úrsula ,Tlalpan ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 23:16:34,,,Ofrezco,,"Agua, Transporte, Manos",,19.3115869,-99.1539178
225,,San Jerónimo,León,Guanajuato,,,,,,,,,,,,,,,,,2017-09-19 23:18:12,,,Ofrezco,,"Comida, Artículos de limpieza",,21.1449419,-101.6745308
226,,San Juan de Aragón,,CDMX,,,,,,,,,,,,,,,,,2017-09-19 23:19:35,,,Ofrezco,,Manos,,19.4686303,-99.0923614
227,,Santa Catarina ,Coyoacan,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-19 23:20:21,,,Ofrezco,,"Comida, Agua, Manos, Medicamentos",,19.3483248,-99.201306
228,,Jardines del pedregal,Alvaro obregon,Alvaro obregon,,,,,,,,,,,,,,,,,2017-09-19 23:24:14,,,Ofrezco,,Manos,,19.3044023,-99.2436719
229,,Nochebuena,Benito juarez,CDMX,,,,,,,,,,,,,,,,,2017-09-19 23:28:00,,,Ofrezco,,"Comida, Ropa",,19.3373143,-99.1440182
230,,Anzures,Miguel hidalgo,Df,,,,,,,,,,,,,,,,,2017-09-19 23:28:52,,,Ofrezco,,"Refugio / Dónde dormir, Manos",,19.4326577,-99.1774462
231,,Portales,Benito Juarez,CDMX,,,,,,,,,,,,,,,,Cerca del Parque de los Venados,2017-09-19 23:30:07,,,Ofrezco,,"Agua, Colchón inflable ",,19.3643759,-99.1435601
232,,Contadero,Cuajimalpa ,CDMX ,,,,,,,,,,,,,,,,,2017-09-19 23:31:07,,,Ofrezco,,Manos,,19.3470575,-99.2965778
233,,Tizapn ,Álvaro Obregón ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 23:31:47,,,Ofrezco,,"Comida, Manos, Medicamentos",,19.3964706,-99.0103823
234,,Riberas del Campestre,,Guanajuato,,,,,,,,,,,,,,,,,2017-09-19 23:33:15,,,Ofrezco,,"Artículos de limpieza, Medicamentos, Ropa",,20.5247569,-100.7758619
235,,Francisco Villa ,Iztapalapa,México ,,,,,,,,,,,,,,,,,2017-09-19 23:34:31,,,Ofrezco,,"Agua, Manos, Ropa",,19.3777761,-99.113249
236,,Centro,,Puebla,,,,,,,,,,,,,,,,,2017-09-19 23:34:31,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza",,19.0412967,-98.2061996
237,,Todas,Todas,Distrito Federal ,,,,,,,,,,,,,,,,,2017-09-19 23:34:39,,,Ofrezco,,"Agua, Manos, Artículos de limpieza",,19.3811906,-99.2211588
238,,Centro,,Puebla,,,,,,,,,,,,,,,,,2017-09-19 23:34:50,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza",,19.0412967,-98.2061996
239,,Americana ,Guadalajara ,JALISCO ,,,,,,,,,,,,,,,,Un depósito de 500 pesos ,2017-09-19 23:37:34,,,Ofrezco,,Dinero,,20.6717775,-103.3630608
240,,Anzures,Miguel hidalgo,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-19 23:37:56,,,Ofrezco,,"Comida, Agua, Manos, Carpas, tiendas de campaña, Ropa",,19.4326577,-99.1774462
241,,Sierra Alta,,Nuevo León ,,,,,,,,,,,,,,,,,2017-09-19 23:40:06,,,Ofrezco,,"Comida, Agua, Manos, Medicamentos",,25.743012,-100.3731926
242,,Xoco,Benito Juárez,CDMX,,,,,,,,,,,,,,,,,2017-09-19 23:40:24,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos, sleeping bags",,19.3602665,-99.1707883
243,,San Diego Ocoyoacac,Miguel Hidalgo ,CDMX ,,,,,,,,,,,,,,,,,2017-09-19 23:43:42,,,Ofrezco,,Refugio / Dónde dormir,,19.4620495,-99.1933664
244,,Lagos del country,,Jalisco,,,,,,,,,,,,,,,,,2017-09-19 23:43:48,,,Ofrezco,,Transporte,,20.7156918,-103.3710032
245,,Obrera,Tala,Jalisco,,,,,,,,,,,,,,,,,2017-09-19 23:43:50,,,Ofrezco,,"Comida, Agua, Asistencia médica",,20.666865,-103.709369
246,,Moderna,Benito juarez,CDMX,,,,,,,,,,,,,,,,,2017-09-19 23:44:22,,,Ofrezco,,"Manos, Ropa",,19.4377154,-99.1596831
247,,Jardines del pedregal ,Alvaro Obregon,CDMX,,,,,,,,,,,,,,,,,2017-09-19 23:44:51,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza, Medicamentos",,19.323815,-99.214096
248,,Oxtopulco ,Coyoacan,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 23:45:31,,,Ofrezco,,Refugio / Dónde dormir,,19.3449785,-99.1781383
249,,Del Valle ,Benito Juárez,Ciudad de México ,,,,,,,,,,,,,,,,"Mañana en Gabriel Mancera y Eugenia en la Del Valle a partir de las 7:30 AM. Si ayudaron en el rescate toda la noche y necesitan desayunar o si simplemente necesitan desayunar, por favor vayan. ",2017-09-19 23:46:14,,,Ofrezco,,"Comida, Agua",,19.3910737,-99.1657372
250,,Del Valle Sur ,Benito Juárez ,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-19 23:46:21,,,Ofrezco,,"Agua, Refugio / Dónde dormir",,31.6095729,-106.3534165
251,,Fuentes de Satelite,Atizapán de zaragoza,Estado de mexico,,,,,,,,,,,,,,,,,2017-09-19 23:49:53,,,Ofrezco,,"Comida, Agua, Medicamentos",,19.5188454,-99.2521795
252,,Nonoalco,Benito Juárez ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-19 23:50:43,,,Ofrezco,,"Agua, Manos",,19.3204683,-99.0390528
253,,Jardines de la montaña ,Álvaro Obregón ,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-19 23:52:12,,,Ofrezco,,"Comida, Agua, Manos",,19.3012796,-99.2081334
254,,Roma Sur,Cuauhtemoc,Ciudad de méxico,,,,,,,,,,,,,,,,,2017-09-19 23:54:10,,,Ofrezco,,"Agua, Manos",,19.4073071,-99.1678232
255,,Ajusco,Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 23:55:53,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos, Ropa",,19.304745,-99.2026826
256,,Condesa,Cuahtemoc,Cdmx,,,,,,,,,,,,,,,,,2017-09-19 23:56:26,,,Ofrezco,,"Comida, Agua, Manos, Medicamentos",,19.410688,-99.1789142
257,,Centro,,Veracruz,,,,,,,,,,,,,,,,"No gasten batería, cuenten conmigo para realizar llamadas a quienes necesiten avisar",2017-09-19 23:58:38,,,Ofrezco,,Llamadas telefónicas,,18.8476233,-97.1009488
258,,Condesa,Cuauhtémoc,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-19 23:59:45,,,Ofrezco,,"Comida, Agua, Manos, Artículos de limpieza, Ropa",,19.4347413,-99.1402079
259,,Juarez,Cuahutemoc,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 00:00:52,,,Ofrezco,,"Asistencia médica, Ropa",,19.4341287,-99.1408188
260,,San rafael,Cuauhtemoc,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 00:08:56,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte",,19.2856668,-99.0135328
261,,La que sea,La que sea,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 00:11:51,,,Ofrezco,,Transporte,,19.3970191,-99.1151547
262,,Tabacalera,Cuauhtémoc,CDMX,,,,,,,,,,,,,,,,,2017-09-20 00:13:32,,,Ofrezco,,"Comida, Manos",,19.4340641,-99.1580994
