,AlimentosExistentes,AlimentosFaltantes,ArtculosUrgentes,Calle,Colonia,Delegacinomunicipio,EspecialistasExistentesseparaporcomas,EspecialistasFaltantesseparaporcomas,Estado,HerramientasExistentes,HerramientasFaltantes,Horariodeatencin,Marcatemporal,MedicamentosExistentes,MedicamentosFaltantes,Nombredelcentro,Nombredelcontacto,Nmero,OtrosArtculosqueNecesitan,Serequierevoluntarios,Telfono,TelfonoAcopio,Verificado,latitud,longitud
192,Alimentos perecederos ,Alimentos no perecederos ,Agua embotellada ,Av México pte. S/N,San Gregorio,Xochimilco ,nan,nan,Ciudad de México,Herramienta bsica ,Maquinaria pesada ,24 horas ,21/09/2017 16:27:25,Un poco de todo pero no es suficiente ,Analgsicos ,Plaza cívica San Gregorio Atlapulco  ,Elenterio Rosete Peña,1,Desinfectantes ,No,5543787257,,No,19.2534343,-99.0581618
193,Despensas,Ningno,Ninguno,Fresno,Santa María la Ribera,Cuauhtémoc,nan,nan,Ciudad de México,Ninguno,Ninguno,,21/09/2017 16:28:22,Ninguno,Ningno,Prepa popular mártires de Tlatelolco,Andrea Lizeth López Mondragón,297,Ninguno,No,5585839281,,Sí,19.4550028,-99.1598764
194,Perecederos y no perecederos,Aceite leche en polvo SalAzcar,"shampoo, gel antibacterial",Abraham González,Juarez,Cuauhtémoc,nan,nan,Ciudad de México,No ocupan,No,No sé,21/09/2017 16:31:50,Los necesarios ,Ninguno,Acopio de protección civil,Protección civil,67,Ninguno,No,0,,Sí,19.4296448,-99.153893
195,Frijoles arroz sopa atn sopa instantnea aceite leche galletas frmula Lctea cereales,Alimentos para bebs comida enlatada y envasada,"Material para curación, gasas, jeringas, vendas, alcohol, cateters, linternas, baterías.",LeonaVicario,Coaxustenco,Metepec,nan,nan,Estado de México,,Picos palas cascos,8:00-22:00,21/09/2017 16:32:23,Aspirinas,Suero antibiticos,Centro de Formación Deportiva Hernán Cristante,Irving Ferral,331,"Ropa, cobijas, cajas.",No,7222083854,,,19.2620973,-99.61052839999999
196,Est vaco,Se acaba de ir todo hacia Morelos,Está vacío,Milán,Juárez,Cuauhtémoc,nan,nan,Ciudad de México,,Todo,Hasta las 19,21/09/2017 16:34:07,,Se acaba de ir todo hacia Morelos,Parker & Lennox,Es un restaurante,14,Está vacío porque acaban de mandar un camión a Morelos,No,0,,Sí,19.4308409,-99.1564614
197,Papel higinico agua semillas y productos enlatados SE REQUIEREN MS ENLATADOS BEBIDAS AZUCARADAS Y DULCES Y CHOCOLATES,Alimentos para beb papilla leche en polvo o frmula jabn para manos detergente en polvo paales para adulto y beb toallas sanitarias shampoo bebidas energticas o isotnicas para los brigadistas galletas,"Baterías (AAA y AA) y artículos para cocinar alimentos (Sartenes, anafres, carbón), guantes quirúrgicos, gasas, vendas, apósitos, jeringas (3, 5 y 10 mm) tela adhesiva y micropore, alcohol 90º, solución fisiológica, suero oral o electrolitos, cabestrillos y collarines (todos los tamaños).",Periférico Sur y Zapote,Isidro Fabela,Tlalpan,nan,nan,Ciudad de México,POCA RECEPCIN DE HERRAMIENTAS URGE,Cascos chalecos de seguridad cuerdas cinto de trabajo guantes de carnaza picos palas carretillas botas con casquillo linternas bateras cubrebocas de conchas bolsas grandes lonas,8 a 18 hrs.,21/09/2017 16:34:10,POCA O NULA RECEPCIN DE MEDICAMENTOS URGE,Metformina Gliendamida diabetes Insulina fria yo refrieradadiabetes Jeringa insulina diabetes Captopril presin Hidroclorotiazida presin Paracetamol pedriatico Ibuprofeno peditrico Amoxicilina peditrico Glucmetro y tiras reactivas material mdico,Escuela Nacional de Antropología e Historia,Carlos Sánchez,0,"Alimento para mascotas, bultos quirúrgicos, ropa en buen estado, agua oxigenada, cobijas y mantas",Sí,5533493869,,Sí,19.3032436,-99.17938389999999
198,Sopas ,Alimentos enlatados frijol arroz sopas,Equipo para brigadistas (palas picos) ,Dr Rio de la Loza,Doctores,Cuauhtemoc ,nan,nan,Ciudad de México,Palas picos,Cascos picos ,10 am 20:00,21/09/2017 16:36:18,No ,Insulina paracetamol etc,Escuela libre de derecho,Emilio Santos,11,"Pañales, ",No,5527604026,,Sí,19.4247207,-99.1431525
199,NA,NA,ropa interior NUEVA,Avenida Revolución ,San Pedro de los Pinos,Benito Juárez,nan,nan,Ciudad de México,NA,NA,hoy hasta las 8pm y mañana viernes de 1pm a 6pm,21/09/2017 16:37:28,NA,NA,Play & Match,Cecilia Román,540,N/A,No,5511188996,,Sí,19.3894434,-99.1858601
200,,Alimentos enlatadosNO perecederosAguat  cafArtculos de cocinaAceiteSalazucarElectrolitosarrozlentejas  Frijolcereales  semillas comestiblesalimento para mascotas gatos perros conejos,"Bolsas plásticas,
Cajas de Cartón,
Cinta adhesiva / cinta gris, cinta canela",Jalapa,Roma Sur,Cuauthemoc,nan,nan,Ciudad de México,,palas picos seguetas cascos guantes chalecos mazos lentes de seguridad botas impermeables cuerdas,,21/09/2017 16:38:18,,Gel para congelar  Refrigerante para insulinaInsulina rpidaRefrigeracin refrigeradores  hielerasMicroporJeringas de mmTela adhesivaAntibiticos y analgsicosTalcopomada de beb,Huerto Roma Verde,Alix Deschamps,234,"Desodorante,
Cepillos de dientes,
pomada de rozaduras,
talco,
shampoo,
pasta de dientes,
jabón en barra,
Velas,
Lámparas de pilas / baterías,
tiendas de campaña,
colchonetas,
Bodega plástica para intemperie,
Cuerdas / lazos",No,5585832106,,Sí,19.411472,-99.159696
202,,,,Nicaolás San Juan ,Del Valle,Benito Juárez,nan,nan,Ciudad de México,,,,21/09/2017 16:40:55,,,Centro Universitario México (CUM),ND,728,,,ND,,Sí,19.3892977,-99.1613249
203,Comida,Aguasuero picos mazos vendas medicamentos botas para perro,"Agua,suero, picos, mazos, vendas, medicamentos, botas para perro",Fray Servando,Centro,Cuauhtémoc ,nan,nan,Ciudad de México,Palas,Picos mazos,24 horas,21/09/2017 16:43:13,,Insulina,Chimalpopoca,Varios,0,Botas perros,Sí,5527626661,,Sí,19.4219319,-99.1328621
204,Croquetas perro,Blandos mascotas,"Gaza, cloruro de benzalconio, solución glucosada, catéteres, cloreccidina",Alvaro obregon,Roma,Cuauthenic,nan,nan,Ciudad de México,No hay,Piolas para perros,8-4 ,21/09/2017 16:44:32,Antispticos antibiticos antiinflamatorios ,Los urgentes ,Peludos desamparados,Belen juarez ,10,Cobijas para perro,Sí,5510664090,,Sí,19.3305768,-103.6028217
205,,,Alimento no perecedero,Naranjo,Santa María La Ribera,Cuauhtémoc,nan,nan,Ciudad de México,,,9am - 6pm,21/09/2017 16:46:15,,,Naranjo 64,No hay responsable,64,,No,No hau,,Sí,19.444952,-99.1595356
206,Enlatados lcteos no perecederos sopas galletas aceite agua,Nada,Nada,Cuauhtémoc y alvaro obregon,Roma nortr,Cuauhtémoc ,nan,nan,Ciudad de México,Todo,Sierra cortador de disco,24 hs,21/09/2017 16:51:41,Todo,Nada,Jardín Pushkin ,Jorge Manuel Gutierrez ,10,Nada,No,5539174697,,Sí,19.3305768,-103.6028217
207,No especifica,Alimentos enlatados Alimentos para bebs,No especifica,Tajín,Letrán Valle,Benito Juárez,nan,nan,Ciudad de México,No especifica,No especifica,,21/09/2017 16:52:44,No especifica,No especifica,Centro de Acopio Filux,Lorena Montiel,659,"Lonas, Pilas Papel de baño, Pañales, Cobijas, Colchonetas, Ropa",No,044 5532328168,,Sí,19.3774054,-99.15574120000001
208,Alimentos preparados,Alimentos empaquetados,"Agua, equipo de seguridad ",Fray Servando ,Obrera,Cuauhtémoc ,nan,nan,Ciudad de México,No,Picos palas guantes lmparas ,24 horas,21/09/2017 16:53:14,Vendas antibitico mertiolate diclofenaco cepillos de dientes,Antispticos analgsicos material de curacin,UACM Centro Historico,Jonathan Zacarías,92,Alimento perros,No,5572660777,,No,19.4244205,-99.1385995
210,Atn enlatados pan blanco galletas,,Cemento,Prolongación Zaragoza,América ,Axochiapan,nan,nan,Morelos,Hacha pico cortadora de cemento,,No hay,21/09/2017 17:00:16,Paracetamol,Diabetes,Albergue Hospital,Claudia,20,,Sí,(735) 182 2373,,Sí,18.5001171,-98.74749349999999
211,Ninguno,No perecederos agua en botellas de  o  ml,"Alimentos no perecederos, material de curación, palas, picos, cascos",Constantino,Vallejo,Gustavo A. Madero,nan,nan,Ciudad de México,Ninguna,Picos palas cortadores de varilla,"Lunes a viernes, 10 a 18 hrs. Sábado de 10 a 14 hrs.",21/09/2017 17:02:09,Ninguno,Antibiticos analgsicos analgsicos material de curacinGasas cubrebocas guantes Isodyne espuma y solucin jabn quirrgico micropore sutura dermalon  jeringas de    Paracetamol Metoclopramida Antidiarreicos Kaolin Pectina Omeprazol Metformina Glivenclamida Aspirina Loperamida Paracetamol tabletas y solucin para nios Ampicilina inyectable o en tabletas Cloranfenicol gotas Furacn pomada Rocainol pomada Piroxicam pomada Diclofenaco pomada y oral Ibuprofeno Ketorolaco Naproxeno Amoxicilina con cido clavulnico tabletas y solucin Dicloxacilina Eritromicina Metronidazol Penicilinas Trimetoprima con Sulfametoxazol Adrenalina Ambroxol Carbocistena solucin Cetirizina suspensin Loratadina tabletas y suspensin Desloratadina suspensin Captopril Enalapril ,"CAFEMIN - Casa de Acogida, Formación y Empoderamiento para la Mujer Migrante y Refugiada",Gabriel Morales,251,Ninguno,No,5759 4257,,Sí,19.4638362,-99.1302057
212,Sopas arroz atn ,Leche en polvoEnlatados,"Agua, medicamentos, cobijas, ropa para pequeños",Camino antiguo a Xochimilco,La Noria,Xochimilco,nan,nan,Ciudad de México,Ninguna,Guantes Clavos para madera ,De 11 AM Hasta que llueva ,21/09/2017 17:02:56,Metformina,cido actico sal ilcitoNaproxenoKetorolacoPiroxicamMetoprololTemilsartan Cloranfenicol MetronidazolInsulinaHielera insulina,"Villa Xochimilco, La Noria",Sofía,5844,,No,5534686005,,Sí,19.2643796,-99.1262713
213,Comida agua mdicamente e higiene ,Enlatados semillas ,Artículos de limpieza ,Mezones 47,Centro ,Cuauhtémoc ,nan,nan,Morelos,Palas,,24 horas,21/09/2017 17:03:35,,Bebes infantil ,Mezones 47,Sak Borja,47,Pilas. Sale 22 sep a las 14:00,No,5539132480,,Sí,19.4285946,-99.1371799
214,No,No,"Cloro, herramientas, botiquín, lámparas, pilas, guantes clínicos, croquetas y pañales",Sabino,Santa María la Ribera,Cuauhtémoc,nan,nan,Ciudad de México,,,,21/09/2017 17:07:32,,Guantes clnicos,Parroquia espíritu Santo,Miguel Ángel Aguilar,188,,No,55474130,,Sí,19.4505484,-99.1597743
215,,,"Guantes de látex, medicamentos, alcohol, agua oxigenada, vendas, gasas, geringas 5 y 10, comida enlatada, ropa, cobijas, pañales, toallas sanitarias",Francisco I. Madero MZ 15 lt 18,Lo Heroes,Ixtapaluca,nan,nan,Estado de México,,Palas picos guantes de carnaza,15 - 22 hrs,21/09/2017 17:09:31,,Ibuprofeno paracetamol,Mini centro de acopio,Alejandro Cuellar,1,,No,5591878091,,No,19.3091603,-98.9137216
216,,No,Sin nececidades,Sabino,Santa María la Ribera,Cuauhtémoc,nan,nan,Ciudad de México,,,,21/09/2017 17:10:11,,,Sabino,Alejandro Pérez Madrigal,154,,No,5574552479,,Sí,19.4487329,-99.16009
218,Leche atn verdura leche ,,,San Pablo Xalpa. ,Reynosa,Azcapotzalco,nan,nan,Ciudad de México,Nada,Picos palas ,8 am a 6pm. ,21/09/2017 17:11:49,Antiinflamatorio paracetamol ,,UAM Azcapotzalco. ,José Antonio Martinez Barajas,180,"Víveres, medicinas, ropa. ",Sí,5564157642,,Sí,19.5034209,-99.1869701
219,Comida enlatada,Comida enlatada,"Agua, comida no perecedera y medicamentos, ropa y herramientas",Durango,Roma Norte,Cuauhtémoc,nan,nan,Ciudad de México,Palas escobas cubetas ,Picos marros,24 horas,21/09/2017 17:12:10,Alcohol vendas,No perecederos agua,Centro de acopio Salamanca y Durango,Joel Salazar,261,"Ropa, toallas sanitarias",Sí,5562293842,,Sí,19.4193559,-99.1701055
220,Cobijas sbanas  cajas de cereal ,Paales alimento para bebs analgsicos jeringas artculos de limpieza,,Horacio,Polanco,Miguel hidalgo,nan,nan,Morelos,Nada,Todas,8 AM a 10 pm,21/09/2017 17:14:36,Analgsicos alcohol acetona,Gasas,Bill and bear,Ana Paola Montiel,632,,No,5573522098,,Sí,19.2814056,-99.6682945
221,Agua atn papel higinico sopas maruchan lentejas frijol enlatados una lmpara toallas sanitarias leche en plvo paales electrolitos ,No,No,Avenida universidad,Coyoacan,Coyoacan ,nan,nan,Ciudad de México,Lampara ,No,Hasta las 12 de la noche,21/09/2017 17:15:01,No,No,Plaza patio universidad ,Na,536,,No,Na,,Sí,19.3812403,-99.15764469999999
222,,Alimentos para mascotas ,Alimento para mascotas ,Nayarit ,Roma,Cuauhtémoc ,nan,nan,Ciudad de México,,,9-6,21/09/2017 17:15:11,,,,Cristian,42,0,Sí,5549251714,,Sí,19.4096163,-99.1628954
223,,,"Guantes, Chalecos, Lentes de protección, Cascos, Bidones o botes para contener gasolina, Lámparas, pilas, baterías ",Av. Parque Lira 30,Ampliación Daniel Garza,Miguel Hidalgo,nan,nan,Ciudad de México,,Guantes Chalecos Lentes de proteccin Cascos Bidones o botes para contener gasolina rodilleras ,20:00,21/09/2017 17:16:25,,,JD. 10 Instituto Nacional Electoral,Dolores Ruiz,30,,No,55159330,,Sí,19.4104986,-99.19114189999999
224,Ninguno,Complementos alimenticios enlatados alimento para beb semillas caf instantneo leche en polvo azcar granos pan cereales galletas sopas pasta agua harinas ,"Medicamentos, herramientas, ropa, víveres, enlatados, agua, alimento para bebé, complementos alimenticios, pañales, papel higiénico, toallas sanitarias, pilas, lámparas, cuerdas",Jaime torres bodet,Santa María la ribera,Cuauhtémoc ,nan,nan,Ciudad de México,Ninguna,Picos palas cuerdas carretillas botes cubetas,10 am a 6:00 pm,21/09/2017 17:18:35,Ninguno,De todo tipo y primeros auxilios,Centro de acopio Jaime torres bodet,Samantha de Heras,148,"Ropa en buen estado, pilas, lámparas, transporte y voluntarios para Cuautla ",Sí,5552523607,,Sí,19.4485719,-99.15787069999999
225,,Despensas,Pañales ,Obrero mundial ,Narvaete,Benito Juárez ,nan,nan,Ciudad de México,,,,21/09/2017 17:21:15,,Gasas vendas kit de primeros auxilios ,Acopio para jojutla,Ofelia,545,,No,5544883703,,Sí,19.4021274,-99.1466782
227,,,,Orizaba ,Roma norte ,Cuauhtémoc ,nan,nan,Ciudad de México,,,11:00 años a 2:00 am,21/09/2017 17:31:07,,,Graciela boticas,Lizeth,167,,No,553264,,Sí,19.4146937,-99.1589991
228,Agua,No perecederos,"Impermeables, Ropa, Medicina, Megáfonos, Pañales, Cascos, Herramienta en general",Madrid,Del Carmen,Coyoacán,nan,nan,Ciudad de México,POr ahora Cascos palas carretillas guantes,Todo,11 a 23 hrs.,21/09/2017 17:31:34,Se acaban de llevar todo pero seguimos mandando,Epinefrina Fentanil o fentanilo Midazolam Nalbufina Adrenalina DiazepamIbuprofeno Equipo de Venoclisis,Teatro Bar EL VICIO,Ana Francis Mor,13,impermeables,No,56591139,,No,19.3574019,-99.16415149999999
229,No excesos,No,No,2da cerrada de Belisario Domínguez ,Del Carmen coyoacan,Coyoacan ,nan,nan,Ciudad de México,No,No,9am - 7pm,21/09/2017 17:31:34,Vendas gasas en exceso,No,INDESOL COYOACAN,Saul Reyes chavez,40,"Comida en lata, agua embotellada",No,5537990601,,Sí,19.3524519,-99.16585239999999
230,,Enlatados,"Comida para bebé, pañales, leche en polvo, agua",Xochicalco,Narvarte,Benito Juarez,nan,nan,Ciudad de México,,Cascos guantes y palas,8am-10pm,21/09/2017 17:33:04,,Gasas vendas pasta de dientes cepillo de dientes,Exire,Naxhely Martinez,94,,No,5541442966,,Sí,19.3983418,-99.1534935
231,Alimento perros y gatos,Croqueta para perro croqueta para gato,Medicamento veterinario,Jaime torres godet,Santa María la ribera,Cuauhtémoc ,nan,nan,Ciudad de México,Ninguna,Ninguna,10:00 a 20:00 hrs,21/09/2017 17:34:37,Antibiticos analgsicos antiinflamatorios ranitidina omeoprazol,Suero de solucin salina del  solucin hartmann catter amarillo de xmm catter azul de xmm jeringas de  y mm suturas absorbibles de  y  suturas de nylon de  y  normogotero y microbotero gasas torundas alcohol agua oxigenada tubos de pvc para frulas algodn plisado vendas de cm guantes quirrgicos guantes de exploracin quickstop termometros jabn neutro gel antibacterial,Kiosco del morisco,Yaz Romero,0,"Probioticos, suero oral, alimento para cachorros gatos y perros",Sí,5567056835,,No,19.4416747,-99.1594704
232,Todos lo posible ,Todo lo posible ,Todo lo posible ,Centenario 159,Del Carmen coyoacan ,Coyoacan ,nan,nan,Ciudad de México,,,,21/09/2017 17:36:11,Todo lo posible ,Todo lo posible ,Cinema coyoacan ,Guillermo Ponce ,8,,No,5561921208,,Sí,19.3551099,-99.16343409999999
233,,,Agua y ropa,Querétaro ,Roma norte,Cuauhtémoc ,nan,nan,Ciudad de México,,,10 am a 11 pm,21/09/2017 17:36:26,,Analgsicos antiinflamatorios hipertensivos tiras de prueba de glucosa rpida ,Vape shop,Nayiv Téllez ,91,,Sí,5522163828,,Sí,19.4152645,-99.1587187
234,,,"enlatados, comida para bebé, insulina y analgésicos",Plutarco Elías Calles,Zacahuitzco,Benito Juarez,nan,nan,Ciudad de México,,,-,21/09/2017 17:37:44,,insulina y analgsicos,sin nombre,-,965,pañales y comida para bebé,Sí,-,,Sí,19.3733265,-99.13661019999999
236,Empaquetados aceite arroz frijoles,No,"Agua, café, desechables, pilas, lámparas ",Paseo de la Reforma Nte. ,Tabacalera,Cuauhtémoc ,nan,nan,Ciudad de México,No,No,8:00 am - 1:00 am,21/09/2017 17:40:16,No,No,Sonora Grill,Fernando Chavez,1,No,Sí,5568148971,,Sí,19.4352619,-99.15107569999999
237,Nada,Conservas ,Todo (se está yendo camión),Cuauhtémoc,Del Carmen Coyoacán ,Coyoacan ,nan,nan,Ciudad de México,No,Palas picos guantes cascos marcadores cajas,24h,21/09/2017 17:41:46,Nada ,Todo camin por irse,Gimnasio Coyoacán ,Cento Ana María Hernandez (persona),160,,No,0,,Sí,19.3510449,-99.1628176
238,Latas,Granos,"Granos, Alimento para bebé, Enlatados, Azúcar, Comida para gatos, comida para perros, Cobijas",Insurgentes Sur ,San José Insurgentes,Benito Juárez,nan,nan,Ciudad de México,,,Hasta las 9pm,21/09/2017 17:43:19,No mucho,Inyectables,Torre Mural,Luis Kentzler,1605,,No,5539777273,,Sí,19.3636104,-99.1827232
239,,enlatados azucar sal comida para perros,"cobijas, casas de campaña, art{iculos de higiene personal, pilas, lámparas, guantes y focos, pañales",Calzada de Tlalpan,Americas Unidas,Benito Juarez,nan,nan,Ciudad de México,,,9-9,21/09/2017 17:44:38,,analgsicos ambus atropina nalbutina midazolam propofoc jeringas gazas y alcohol,Convención Nacional Bautista,"Iram Jimenez, Convención Bautista",1025,-,No,"5549941893, 55354970",,Sí,19.3817148,-99.1401087
240,Nada,Latas galletas chocolate leche Polvo,"Herramienta, víveres no pedecederos, ropa de mujer y bebe",Cuauhtémoc ,Roma Norte,Cuauhtémoc ,nan,nan,Ciudad de México,Nada,Palas picos guantes cubetas ,9-18,21/09/2017 17:45:41,Nada,Gasas vendas alcohol paracetamol,verificentro CU 9006,Saúl Gonzales ,94,"Lámparas, lonas, comida mascota",No,5529034710,,Sí,19.4798731,-99.1135798
241,,Atn frijol arroz azucar y enlatados,"pañales, toallas para bebé, papel higiénico, jabón ( de tocador y para ropa y platos), cobijas y sábanas, pasta dental, cepillos de dientes, velas, fósforos o encendedores, lámparas, pilas, cubrebocas",Calzada de Tlalpan,Miguel Alemán,Benito Juarez,nan,nan,Ciudad de México,,,hasta las 8 pm pero si alguien llega después es sólo tocar el timbre,21/09/2017 17:50:53,,,Centro de acopio Frente Popular Francisco Villa,-,1017,-,No,-,,Sí,19.3823019,-99.13988359999999
242,,,"Clavos, martillos, pañales ",Calzada de Tlalpan ,Portales oriente ,Benito Juárez ,nan,nan,Ciudad de México,Cascos lmparas ,,18 a 23hrs,21/09/2017 17:52:32,,,B-Wing ,B-Wing ,1334,,No,65835624,,Sí,19.3681695,-99.14143209999999
243,,,"Latas grandes, material eléctrico.",Miguel Ángel de Quevedo ,Coyoacan,Coyoacan,nan,nan,Ciudad de México,,Material elctrico latas grandes,12:00 a 21:00,21/09/2017 17:53:42,,,Foodtruck Miguel Ángel de Quevedo 673,Andrés Elvira,60,,No,5527050004/ 5513564334,,Sí,19.3468229,-99.17974099999999
244,,,,Avenida México Coyoacán 389,Xoco,Coyoacán,nan,nan,Ciudad de México,,guantes uso rudo,11:00 a 19:30,21/09/2017 17:54:14,,Sueros medicamentos en general  gasa de cm Guantes quirrgicos jeringas,Cineteca Nacional,Jools Durán,389,,No,55 2303 9175,,Sí,19.3604401,-99.1643165
246,NA,Enlatados No perecederos,Medicamentos,Bucareli,Juárez,Cuauhtémoc,nan,nan,Ciudad de México,Sin herramienta,Todas,10 AM a 6 pm,21/09/2017 17:54:42,Sin medicamentos,Todos,Prepa Si,Javier García olvera ,134,,No,5545233131,,Sí,19.4283246,-99.1524621
247,,agua comida,,Calzada de Tlalpan esq. Emiliano Zapata,Portales Norte,Benito Juarez,nan,nan,Ciudad de México,,,,21/09/2017 17:55:47,,alcohol lidocaina solucion hartman solucion mixta para canalizar venosets,Tlalpan y Zapata,Fernando Gonzalez,1507,,Sí,55 3888 7376,,Sí,19.31485,-99.13951689999999
248,,No ,"Herramienta (palas, pocos, cascos) y lámparas (de aquí las llevan a Escocia y Gabriel Mancera) ",Angel Urraza ,Del Valle ,Benito Juárez ,nan,nan,Ciudad de México,No tienen nada ya ,Palas picos cascos ,8 am hasta las 12 de la noche ,21/09/2017 17:56:22,Tienen muy poco,Analgsicos antibiticos material de curacin INSULINA INYENCTABLE DENTRO DE SU PAQUETE ,Centro de acopio eskucha  radio ,Antonio vazbar,904,LÁMPARAS Y PILAS ,No,55251072,,Sí,19.3826897,-99.16496389999999
249,alimento preparado agua,enlatados,"medicamentos, insulina, jeringas, gasas, lámparas, vendas, pilas",Doctor Liceaga,Doctores,Cuauhtémoc,nan,nan,Ciudad de México,,pilas lmparas,9 am - 8 pm,21/09/2017 17:58:30,,insulina jeringas antibitico oxigeno asmatico,Liceaga 179,Laura Gil,179,,No,5515120934,,Sí,19.4226341,-99.1524374
250,,enlatados,Ropa y  Frazadas,Heriberto Frías ,Del Valle Centro,Benito Juarez,nan,nan,Ciudad de México,,,hasta las 7pm,21/09/2017 17:59:55,,analgsicos y material de curacin,Heriberto Frías 903,Adriana,903,-,No,5529559079,,Sí,19.3855078,-99.1614099
251,Ninguno acaban de salir todos sus alimentos a Roma,,,Campos elíseos ,Bosque de chapultec,Miguel Hidalgo ,nan,nan,Ciudad de México,Nada,,9-9,21/09/2017 18:02:02,Nada,,Casa jalisco,Lic Fátima velazcos,11,,No,13230650,,Sí,19.4301868,-99.1828776
252,,,"Latas grandes, material eléctrico.",Miguel Ángel de Quevedo 915,Coyoacan,Coyoacan,nan,nan,Ciudad de México,,Material elctrico latas grandes,24 hr,21/09/2017 18:03:45,,,Servicio Protección Federal,Martha,1000,,No,5543525216,,Sí,19.3432589,-99.15446899999999
253,No,Conservas leche en polvo,"Herramienta (picos, palas, guantes, goggles) para envio foraneo ",Carrillo puerto,Villa Coyoacán ,Coyoqcan,nan,nan,Ciudad de México,No,picos palas guantes goggles para envio foraneo,11am-9pm,21/09/2017 18:09:02,No,Insulina y electrolitos,Centro danzite ,Alejandra Pineda,82,No,No,5525601405,,Sí,19.3454853,-99.1637878
254,No hay ,Agua aceite arroz frijol lenteja sal sopa chocolate en polvo galletas,No,Newton,Polanco,Miguel Hidalgo,nan,nan,Ciudad de México,No hay ,No recibe ,8 am a 6 pm,21/09/2017 18:11:06,Aspirina benzatina suero ,Suero gazas vendas jeringa ,Mapfre,Freddie Gamboa y Silvia Ortiz,293,No. ,No,50936100,,Sí,19.4370168,-99.1840285
255,,,linternas,División del Norte,Narvarte Oriente,Benito Juárez,nan,nan,Ciudad de México,,,24hrs,21/09/2017 18:11:30,,electrolitos,Voluntario's Films,"Jazmin, Antonio",866,relevos de la 1am a 7am,Sí,"5520676737, 5534954233",,Sí,19.3861152,-99.1610687
256,Agua enlatados,Varios,"Medicamentos, comida para bebe",Enrico Martinez esq emilio dondé,Centro,Cuauhtémoc,nan,nan,Ciudad de México,No aplica,Picos palas mazos macetas polines,24 hrs,21/09/2017 18:12:23,Botiquin,Gasas agua oxigenada vendas,Brigada Insurgentes,Marco Martinez,0,,No,5539247602,,Sí,19.4304545,-99.15017329999999
258,Agua embotellada frijol atn arroz caf azcar aceite verduras enlatadas leche en bote leche en caja leche en polvo te gelatinas frijol en lata sardinas galletas saladas Maras gerber chiles en lata,Tenemos suficiente ,"Material de construcción, blocs, cemento y varilla",Carretera antigua a Cuautla,Nueva Yeca,Yecapixtla,nan,nan,Morelos,Palas picos carretillas hachas guantes cascos tres generadores de energa,Cucharas de albail niveles palas pocos pinzas barreta martillos maceta lmparas  bateras ,24 horas ,21/09/2017 18:13:21,Paracetamol para hipertensin y diabetes inhaladores diclofenaco sueros vida suero oral ,Medicamento pediatrico ,DIF municipal Yecapixtla,Francisca Juárez Valerdi,1,"Tabique, láminas de asbesto, láminas de cartón, arena, grava, armex, alambre, lonas, impermeables",Sí,7351395807,,Sí,18.8751494,-98.8621881
259,Despensas bsicas ,Material quirrgico ,,Polanco ,Polanco,Miguel Hidalgo ,nan,nan,Ciudad de México,No recolectan ,No recolectan ,10-8pm,21/09/2017 18:14:13,No tienen,Analgsico ,Generación Índigo ,Juan Manuel Davis,32,,No,5591682701,,Sí,19.4304275,-99.18756069999999
261,,enlatados y comida para beb,"toallas sanitarias, pañales para bebé y adulto",Xochicalco,Vertiz NARVARTE,Benito Juarez,nan,nan,Ciudad de México,cascos chalecos,,-,21/09/2017 18:22:04,insulina,paracetamol penicilina y jeringas,Centro de Equilibrio Energético,arlet archundia,472,-,No,5510485948,,Sí,19.384266,-99.1549545
262,Verduras,Atun Arroz Huevo Frijol Tortillas Agua Pan ,Pañales. Colchonetas. Cobijas. Despensas. Mamilas. Agua. Leche en polvo. Toallas sanitarias.,Centro,Centro,Tepalcingo,nan,nan,Morelos,,,24 horas,21/09/2017 18:23:28,,Paracetamol Ibuprofeno Pepto bismol,Tepalcingo,Santiago vique sanchez,60,,No,7771110383,,,18.8126449,-98.95749289999999
264,,,"pilas, escobas y cajas",Gabriel Mancera,Del Valle Centro,Benito Juárez,nan,nan,Ciudad de México,,todas,24hrs (relevos en la noche-madrugada),21/09/2017 18:24:38,,,Centro de Acopio Eskucharadio,Antonio Vazbar,1008,-,Sí,5525024434,,Sí,19.3822917,-99.1650795
265,Agua,Enlatados y leche de bebe,"Pilas, lámparas, mazos, cubetas, guantes, cascos, picos, toallas sanitarias, pañales varios",Eje central,Narvarte,Benito Juarez,nan,nan,Ciudad de México,,,8,21/09/2017 18:24:53,,Diclofenaco jeringas catteres gasas algodon yodos micropor vendas,Acopio uam-a,Misael cruz,729,"Cobijas, ropa y ropa interior",Sí,5576445603,,Sí,19.3899376,-99.14690429999999
266,todos,bebidas energizantes,"BOTAS DEL 9, PICOS, PALAS, CASCOS, HERRAMIENTA",Retorno 803,Centinela,coyoacán,nan,nan,Ciudad de México,nada,picos palas cascos,24 horas,21/09/2017 18:26:27,todos,todos,escuela Eusebio  Kino,Alejandra Limón,1,"plumones, cinta canela,  botes, lámpara, arneses, calentadores eléctricos",No,04455 51928395,,Sí,19.3376787,-99.13901720000001
