Código Postal,Estado,Municipio,Ciudad,Tipo de Asentamiento,Asentamiento,Clave de Oficina
9880,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Cooperativa de Trabajadores Sector Pesca,9821
9880,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Vergel,9821
9900,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Lorenzo,9291
9930,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Rosario,9291
10010,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,San Bartolo Ameyalco,10021
10369,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Ampliación Lomas de San Bernabé,10021
10380,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Barros Sierra,10021
11250,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,10 de Abril,11411
11260,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,México Nuevo,11411
11320,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Anáhuac I Sección,11411
11350,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Plutarco Elías Calles,11411
11400,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Popotla,11411
11430,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ventura Pérez de Alva,11411
11460,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lago Sur,11411
11470,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Deportivo Pensil,11411
11480,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Francisco I Madero,11411
11480,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Popo,11411
11600,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Residencial Militar,11002
11840,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Ampliación Daniel Garza,11801
12110,Ciudad de México,Milpa Alta,Ciudad de México,Colonia,Emiliano Zapata,13611
12200,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Nochtla,12001
12700,Ciudad de México,Milpa Alta,Ciudad de México,Pueblo,San Francisco Tecoxpa,12001
13000,Ciudad de México,Tláhuac,Ciudad de México,Barrio,La Asunción,13011
13093,Ciudad de México,Tláhuac,Ciudad de México,Colonia,San Sebastián,13011
13230,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Granjas Cabrera,13221
13317,Ciudad de México,Tláhuac,Ciudad de México,Unidad habitacional,Aurorita,13221
13318,Ciudad de México,Tláhuac,Ciudad de México,Unidad habitacional,La Herradura,13221
13363,Ciudad de México,Tláhuac,Ciudad de México,Campamento,Tempiluli,13221
13420,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Selene,13011
13460,Ciudad de México,Tláhuac,Ciudad de México,Colonia,El Triángulo,13011
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Ranchito,9511
9638,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Emiliano Zapata,9511
9640,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Lomas de la Estancia,9511
9640,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Xalpa,9511
9660,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Citlalli,9511
9698,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Miguel de La Madrid Hurtado,9511
9700,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Buenavista,9291
9700,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Santa Cruz Meyehualco,9291
9719,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,STUNAM,9291
9790,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,San Lorenzo Tezonco,9291
9800,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Estrella Culhuacán,9821
9800,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Fuego Nuevo,9821
9800,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Antonio Culhuacán,9821
9800,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Predio Maravillas,9821
9810,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Progreso del Sur,9821
9820,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,La Mora Grande,9821
9856,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Estado de Veracruz,9821
9860,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Bellavista,9821
10500,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Barrio San Francisco,10581
10580,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Barranca Seca,10581
10700,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,Héroes de Padierna,10701
10830,Ciudad de México,La Magdalena Contreras,Ciudad de México,Colonia,La Concepción,10901
10840,Ciudad de México,La Magdalena Contreras,Ciudad de México,Barrio,Plazuela del Pedregal,10901
10910,Ciudad de México,La Magdalena Contreras,Ciudad de México,Pueblo,La Magdalena,10581
11000,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Lomas de Chapultepec III Sección,11002
11100,Ciudad de México,Miguel Hidalgo,Ciudad de México,Equipamiento,Bosque de Chapultepec II Sección,11002
11239,Ciudad de México,Miguel Hidalgo,Ciudad de México,Unidad habitacional,México Tacuba,11411
11430,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Pensil Norte,11411
11440,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,San Juanico,11411
11460,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Dos Lagos,11411
11460,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Los Manzanos,11411
11500,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Irrigación,11591
11580,Ciudad de México,Miguel Hidalgo,Ciudad de México,Equipamiento,Bosque de Chapultepec I Sección,11591
11800,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Escandón I Sección,11801
11820,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,América,11801
12000,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Los Ángeles,12001
12000,Ciudad de México,Milpa Alta,Ciudad de México,Colonia,Villa Milpa Alta Centro,12001
12080,Ciudad de México,Milpa Alta,Ciudad de México,Pueblo,San Agustin Ohtenco,12001
12100,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Xaltipac,12001
12500,Ciudad de México,Milpa Alta,Ciudad de México,Pueblo,San Lorenzo Tlacoyucan,12001
14449,Ciudad de México,Tlalpan,Ciudad de México,Colonia,El Mirador 3A Sección,14091
14610,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Arenal Tepepan,14091
14646,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Valle de Tepepan,14091
14647,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Juventud Unida,14091
14710,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,Santo Tomas Ajusco,14201
14730,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas de Cuilotepec,14201
14749,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Chimilli,14201
15200,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Janitzio,15001
15290,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,10 de Mayo,15001
15320,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Azteca,15001
15350,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Ampliación Penitenciaria,15001
15500,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Moctezuma 1a Sección,15001
15520,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Peñón de los Baños,15001
15710,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Industrial Puerto Aéreo,15001
15840,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Sevilla,15001
16000,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Antonio,16001
16020,Ciudad de México,Xochimilco,Ciudad de México,Colonia,San Juan Tepepan,16001
16030,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Huichapan,16001
16036,Ciudad de México,Xochimilco,Ciudad de México,Zona comercial,Mercado de Flores Plantas y Hortalizas,16001
16040,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Lorenzo,16001
16070,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio La Guadalupita,16001
16080,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Cristóbal,16001
16100,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,Santa Cruz Xochitepec,16001
16310,Ciudad de México,Xochimilco,Ciudad de México,Colonia,La Cañada,16001
16428,Ciudad de México,Xochimilco,Ciudad de México,Colonia,El Jazmín,16001
16510,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Tecacalanco,16001
16514,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Calpulco,16001
16520,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio La Planta,16001
16520,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Tiziclipa,16001
16610,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,San Luis Tlaxialtemalco,16001
16616,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio Santa Cecilia,16001
16617,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San Sebastián,16001
16620,Ciudad de México,Xochimilco,Ciudad de México,Barrio,Barrio San José,16001
16810,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,San Andrés Ahuayucan,16001
16840,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Santa Cruz Chavarrieta,16001
16850,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Atocle,16001
16860,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Santa Cruz de Guadalupe,16001
16880,Ciudad de México,Xochimilco,Ciudad de México,Campamento,La Herradura Hueytepec,16001
16889,Ciudad de México,Xochimilco,Ciudad de México,Campamento,Villa San Isidro,16001
13360,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santiago Sur,13221
13410,Ciudad de México,Tláhuac,Ciudad de México,Colonia,López Portillo,13011
13508,Ciudad de México,Tláhuac,Ciudad de México,Barrio,La Soledad,13011
13545,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Ampliación La Conchita,13011
13600,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Bartolomé,13611
14000,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tlalpan Centro,14091
14080,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Belisario Domínguez Sección XVI,14091
14148,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Retornos del Pedregal,14201
14273,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Solidaridad,14201
14276,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Verano,14201
14328,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Villa Valbadena,14391
14336,Ciudad de México,Tlalpan,Ciudad de México,Conjunto habitacional,Villa Cuemanco INFONAVIT,14391
14338,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Fuerza Armada de México,14391
14356,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Jardines Villa Coapa,14391
14360,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Villa Cuemanco,14391
14360,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Magisterial Coapa,14391
14420,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,Santa Úrsula Xitla,14091
14430,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tlalcoligia,14091
14438,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de Santa Úrsula Xitla,14091
14449,Ciudad de México,Tlalpan,Ciudad de México,Colonia,El Mirador 2A Sección,14091
14479,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Viveros Coatectlán,14091
14480,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,La Magdalena Petlacalco,14091
14529,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Estación Ajusco,14091
14550,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Estrella Mora,14091
14630,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Villa Tlalpan,14091
14647,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Movimiento Organizado de Tlalpan,14091
14654,Ciudad de México,Tlalpan,Ciudad de México,Campamento,La Magueyera,14091
14720,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Belvedere Ajusco,14201
14735,Ciudad de México,Tlalpan,Ciudad de México,Campamento,San Nicolás 2,14201
14737,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Vistas del Pedregal,14201
14760,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Héroes de 1910,14201
15120,Ciudad de México,Venustiano Carranza,Ciudad de México,Unidad habitacional,Candelaria de los Patos FOVISSSTE,15001
15210,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Valle Gómez,15001
15300,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,20 de Noviembre,15001
15390,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,7 de Julio,15001
15440,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,1° de Mayo,15001
15470,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Miguel Hidalgo,15001
15540,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Santa Cruz Aviación,15001
15670,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Adolfo López Mateos,15001
15820,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Lorenzo Boturini,15001
16010,Ciudad de México,Xochimilco,Ciudad de México,Colonia,San Bartolo El Chico,16001
16030,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Ampliación La Noria,16001
14108,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Chichicaspatl,14201
14150,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas del Pedregal Framboyanes,14201
14200,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Héroes de Padierna,14201
14209,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Torres de Padierna,14201
14210,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Jardines en la Montaña,14201
14220,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas del Pedregal,14201
14240,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas de Padierna,14201
14240,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas Hidalgo,14201
14300,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Nueva Oriental Coapa,14391
14308,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Ex Hacienda Coapa,14391
14309,Ciudad de México,Tlalpan,Ciudad de México,Condominio,3 Fuentes,14391
14329,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Tenorios FOVISSSTE,14391
14337,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Urbano Coapa,14391
14340,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Vergel de Coyoacán,14391
14370,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Residencial Chimali,14391
14370,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Hacienda de San Juan de Tlalpan 2a Sección,14391
14378,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Rincón de San Juan,14391
14380,Ciudad de México,Tlalpan,Ciudad de México,Colonia,A.M.S.A,14391
14386,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rancho los Colorines,14391
14387,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Ex Hacienda San Juan de Dios,14391
14390,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Narciso Mendoza,14391
14420,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cumbres de Tepetongo,14091
14426,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tlaxcaltenco la Mesa,14091
14470,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Plan de Ayala,14091
14520,Ciudad de México,Tlalpan,Ciudad de México,Campamento,La Quinta,14091
14600,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Valle Escondido,14091
14609,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Las Tórtolas,14091
14629,Ciudad de México,Tlalpan,Ciudad de México,Colonia,San Buenaventura,14091
14639,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,San Pedro Mártir FOVISSSTE,14091
14657,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tlalmille,14091
14738,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Bosques del Pedregal,14201
14780,Ciudad de México,Tlalpan,Ciudad de México,Campamento,El Charco,14201
15020,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Puebla,15001
15220,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Nicolás Bravo,15001
15260,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Ampliación 20 de Noviembre,15001
15340,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Venustiano Carranza,15001
15380,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Escuela de Tiro,15001
15400,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Romero Rubio,15001
15620,Ciudad de México,Venustiano Carranza,Ciudad de México,Aeropuerto,México (Lic. Benito Juárez),15001
15640,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Arenal 4a Sección,15001
15740,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Aviación Civil,15001
11810,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,16 de Septiembre,11801
11920,Ciudad de México,Miguel Hidalgo,Ciudad de México,Colonia,Real de las Lomas,11002
12000,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,La Luz,12001
12000,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,San Mateo,12001
12000,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,Santa Cruz,12001
12110,Ciudad de México,Milpa Alta,Ciudad de México,Colonia,La Conchita,13611
13030,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Juan,13011
13063,Ciudad de México,Tláhuac,Ciudad de México,Unidad habitacional,Geovillas de Xochimilco,13011
13070,Ciudad de México,Tláhuac,Ciudad de México,Barrio,La Magdalena,13011
13070,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Miguel,13011
13090,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Quiahuatla,13011
13100,Ciudad de México,Tláhuac,Ciudad de México,Campamento,El Mirador,13011
13200,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Miguel Hidalgo,13221
13210,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Los Olivos,13221
13300,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santa Ana Norte,13221
13319,Ciudad de México,Tláhuac,Ciudad de México,Colonia,La Estación,13221
13450,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Guadalupe Tlaltenco,13011
13520,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Francisco Villa,13011
13546,Ciudad de México,Tláhuac,Ciudad de México,Campamento,Olivar Santa María,13011
13549,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Peña Alta,13011
13610,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Los Reyes,13611
13625,Ciudad de México,Tláhuac,Ciudad de México,Barrio,Santa Cruz,13611
13700,Ciudad de México,Tláhuac,Ciudad de México,Pueblo,San Nicolás Tetelco,13611
14038,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Zapote 1,14091
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 1A Sección,14201
14130,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,"Lic. Emilio Portes Gil ""PEMEX""",14201
14140,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Fuentes del Pedregal,14201
14250,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo 4A Sección,14201
14250,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo,14201
14270,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Primavera,14201
14307,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Villa del Sur,14391
14310,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Belisario Domínguez,14391
14310,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Floresta Coyoacán,14391
14326,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tenorios,14391
14335,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Villa del Puente,14391
14360,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Magisterial,14391
14390,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rinconada Las Hadas,14391
14406,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Divisadero,14091
14428,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Cantera,14091
14430,Ciudad de México,Tlalpan,Ciudad de México,Barrio,Barrio El Truenito,14091
14476,Ciudad de México,Tlalpan,Ciudad de México,Colonia,La Palma,14091
14490,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,San Miguel Xicalco,14091
14659,Ciudad de México,Tlalpan,Ciudad de México,Colonia,María Esther Zuno de Echeverría,14091
13509,Ciudad de México,Tláhuac,Ciudad de México,Barrio,La Concepción,13011
13530,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Jaime Torres Bodet,13011
14039,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Cuitlahuac,14091
14040,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cantera Puente de Piedra,14091
14040,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pueblo Quieto,14091
14049,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Comuneros de Santa Úrsula,14091
14070,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rómulo Sánchez Mireles,14091
14090,Ciudad de México,Tlalpan,Ciudad de México,Colonia,La Joya,14091
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 3A Sección,14201
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 4A Sección,14201
14248,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Cruz del Farol,14201
14269,Ciudad de México,Tlalpan,Ciudad de México,Barrio,Barrio La Fama,14201
14275,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Paraje 38,14201
14300,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Residencial Acoxpa,14391
14330,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Granjas Coapa,14391
14330,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Rinconada Coapa 1A Sección,14391
14338,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,FOVISSSTE Periférico,14391
14390,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Residencial Villa Coapa,14391
14390,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Villa Coapa,14391
14399,Ciudad de México,Tlalpan,Ciudad de México,Fraccionamiento,Villa Royale,14391
14460,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Tlalpuente,14091
14470,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Tepetitla,14091
14500,Ciudad de México,Tlalpan,Ciudad de México,Pueblo,San Miguel Topilejo,14091
14620,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Club de Golf México,14091
14643,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Fuentes de Tepepan,14091
14655,Ciudad de México,Tlalpan,Ciudad de México,Campamento,Valle Verde o Lomas Verdes,14091
14658,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Mirador del Valle,14091
14740,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Lomas de Padierna Sur,14201
14748,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Mirador I,14201
15250,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Ampliación Michoacana,15001
15309,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,5o Tramo 20 de Noviembre,15001
15330,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Tres Mosqueteros,15001
15510,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Pensador Mexicano,15001
15600,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Arenal 1a Sección,15001
15630,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Caracol,15001
15720,Ciudad de México,Venustiano Carranza,Ciudad de México,Unidad habitacional,Zaragoza Bahía,15001
15860,Ciudad de México,Venustiano Carranza,Ciudad de México,Pueblo,Pueblo de La Magdalena Mixiuhca,15001
15960,Ciudad de México,Venustiano Carranza,Ciudad de México,Colonia,Del Parque,15001
16010,Ciudad de México,Xochimilco,Ciudad de México,Colonia,Paseos del Sur,16001
16020,Ciudad de México,Xochimilco,Ciudad de México,Pueblo,Santa María Tepepan,16001
16035,Ciudad de México,Xochimilco,Ciudad de México,Colonia,San Lorenzo La Cebada,16001
12600,Ciudad de México,Milpa Alta,Ciudad de México,Pueblo,San Jerónimo Miacatlán,12001
12800,Ciudad de México,Milpa Alta,Ciudad de México,Pueblo,San Juan Tepenahuac,12001
12940,Ciudad de México,Milpa Alta,Ciudad de México,Barrio,San José,12001
13020,Ciudad de México,Tláhuac,Ciudad de México,Colonia,San José,13011
13050,Ciudad de México,Tláhuac,Ciudad de México,Colonia,La Habana,13011
13123,Ciudad de México,Tláhuac,Ciudad de México,Campamento,Chichilaula,13011
13180,Ciudad de México,Tláhuac,Ciudad de México,Barrio,San Miguel,13011
13278,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Villa Centroamericana,13221
13315,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Ampliación Zapotitla,13221
13410,Ciudad de México,Tláhuac,Ciudad de México,Unidad habitacional,La Orilla,13011
13419,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Ampliación José López Portillo,13011
13450,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Ojo de Agua,13011
13510,Ciudad de México,Tláhuac,Ciudad de México,Colonia,La Lupita,13011
13529,Ciudad de México,Tláhuac,Ciudad de México,Campamento,La Loma,13011
13540,Ciudad de México,Tláhuac,Ciudad de México,Colonia,El Rosario,13011
13550,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Jardines del Llano,13011
13550,Ciudad de México,Tláhuac,Ciudad de México,Colonia,Potrero del Llano,13011
13559,Ciudad de México,Tláhuac,Ciudad de México,Unidad habitacional,Villa Tlatempa,13011
14060,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Peña Pobre,14091
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 2A Sección,14201
14100,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Pedregal de San Nicolás 5A Sección,14201
14110,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Pedregal del Lago,14201
14200,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Jardines del Ajusco,14201
14219,Ciudad de México,Tlalpan,Ciudad de México,Equipamiento,Six Flags (Reino Aventura),14201
14250,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Miguel Hidalgo 3A Sección,14201
14267,Ciudad de México,Tlalpan,Ciudad de México,Barrio,Barrio de Caramagüey,14201
14300,Ciudad de México,Tlalpan,Ciudad de México,Colonia,Residencial Miramontes,14391
14308,Ciudad de México,Tlalpan,Ciudad de México,Condominio,Real del Sur,14391
14327,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Tenorios 2,14391
14328,Ciudad de México,Tlalpan,Ciudad de México,Unidad habitacional,Lotería Nacional,14391
