X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon,unnamed__1_,Marca_temporal,Calle,Numero_aproximado,Colonia,Delegacion,Nombre_contacto,Telefono,Articulos_Urgentes,Alimentos_Faltantes,Alimentos_Existentes,Medicamentos_Faltantes,Medicamentos_Existentes,Herramientas_Faltantes,Herramientas_Existentes,Otros_Articulos,Horario_Atencion,Requieren_voluntarios,Verificado,Estado,latitud,longitud
,,Huecahuaxco,unnamed (1): 67<br>Marca temporal: 21/09/17 00:50<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Ocuituco<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,67.0,21/09/17 00:50,0,0.0,0,Ocuituco,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Huejotenco,unnamed (1): 68<br>Marca temporal: 21/09/17 01:00<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Ocuituco<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,68.0,21/09/17 01:00,0,0.0,0,Ocuituco,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Auditorio Municipal Huitzilac,unnamed (1): 69<br>Marca temporal: 21/09/17 01:01<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Huitzilac<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,69.0,21/09/17 01:01,0,0.0,0,Huitzilac,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Auditorio Municipal Tres Marías,unnamed (1): 70<br>Marca temporal: 21/09/17 01:03<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Huitzilac<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,70.0,21/09/17 01:03,0,0.0,0,Huitzilac,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Auditorio Municipal de Tetecala,unnamed (1): 71<br>Marca temporal: 21/09/17 01:05<br>Calle: está a lado de la presidencia <br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Tetecala<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,71.0,21/09/17 01:05,está a lado de la presidencia,0.0,0,Tetecala,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Unidad Deportiva Fidel Díaz,unnamed (1): 72<br>Marca temporal: 21/09/17 01:11<br>Calle: No Reeleccion<br>Numero_aproximado: 0<br>Colonia: Aquiles Serdan<br>Delegacion: Yecapixtla<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,72.0,21/09/17 01:11,No Reeleccion,0.0,Aquiles Serdan,Yecapixtla,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Casa Ejidal Centro Yecapixtla,unnamed (1): 73<br>Marca temporal: 21/09/17 01:13<br>Calle: Zapata esquina Adolfo Lopez Mateos<br>Numero_aproximado: 0<br>Colonia: Centro<br>Delegacion: Yecapixtla<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,73.0,21/09/17 01:13,Zapata esquina Adolfo Lopez Mateos,0.0,Centro,Yecapixtla,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Cancha San Marcos,unnamed (1): 74<br>Marca temporal: 21/09/17 01:14<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: Barrio de San Marcos<br>Delegacion: Yecapixtla<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,74.0,21/09/17 01:14,0,0.0,Barrio de San Marcos,Yecapixtla,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Ayudantía de Tetelpa,unnamed (1): 75<br>Marca temporal: 21/09/17 01:17<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Zacatepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,75.0,21/09/17 01:17,0,0.0,0,Zacatepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Jardín de niños Narciso Mendoza,unnamed (1): 76<br>Marca temporal: 21/09/17 01:19<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Zacatepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,76.0,21/09/17 01:19,0,0.0,0,Zacatepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
,,Estadio Coruco Díaz,unnamed (1): 77<br>Marca temporal: 21/09/17 01:19<br>Calle: 0<br>Numero_aproximado: 0<br>Colonia: 0<br>Delegacion: Zacatepec<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 0<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: 0<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: 0<br>Horario_Atencion: <br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: <br>longitud:,,,,,,,-1,,,77.0,21/09/17 01:19,0,0.0,0,Zacatepec,0,0,0,0,0,0,0,0,0,0,,,Sí,Morelos,,
-99.1589427,19.4201329,,"unnamed (1): 78<br>Marca temporal: 21/09/17 01:25<br>Calle: Colima<br>Numero_aproximado: 378<br>Colonia: Roma Norte<br>Delegacion: Cuauhtemoc<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada<br><br>Antihipertensivos, Metformina, Antidiarréicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones<br>Horario_Atencion: 08:00 a 21:00<br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4201329<br>longitud: -99.1589427",,,,,-1,0,-1,,,78.0,21/09/17 01:25,Colima,378.0,Roma Norte,Cuauhtemoc,0,0,0,"Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar",0,"Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada

Antihipertensivos, Metformina, Antidiarréicos",0,0,0,"Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones",08:00 a 21:00,,Sí,Ciudad de México,19.4201329,-99.1589427
-99.1045884,19.4542429,,"unnamed (1): 79<br>Marca temporal: 21/09/17 01:27<br>Calle: Oriente 85<br>Numero_aproximado: 2822<br>Colonia: Siete de Noviembre<br>Delegacion: Gustavo A. Madero<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: 01:22<br><br>Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada<br><br>Antihipertensivos, Metformina, Antidiarréicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones<br>Horario_Atencion: 08:00-21:00<br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.4542429<br>longitud: -99.1045884",,,,,-1,0,-1,,,79.0,21/09/17 01:27,Oriente 85,2822.0,Siete de Noviembre,Gustavo A. Madero,0,0,0,"01:22

Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar",0,"Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada

Antihipertensivos, Metformina, Antidiarréicos",0,0,0,"Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones",08:00-21:00,,Sí,Ciudad de México,19.4542429,-99.1045884
-99.1708143,19.3612853,,"unnamed (1): 80<br>Marca temporal: 21/09/17 01:29<br>Calle: Av. Universidad<br>Numero_aproximado: 1790<br>Colonia: Copilco<br>Delegacion: Coyoacán<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada<br>Antihipertensivos, Metformina, Antidiarréicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones<br>Horario_Atencion: 08:00-21:00<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3612853<br>longitud: -99.1708143",,,,,-1,0,-1,,,80.0,21/09/17 01:29,Av. Universidad,1790.0,Copilco,Coyoacán,0,0,0,"Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar",0,"Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada
Antihipertensivos, Metformina, Antidiarréicos",0,0,0,"Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones",08:00-21:00,Sí,Sí,Ciudad de México,19.3612853,-99.1708143
,,Centro de acopio Zocalo,"unnamed (1): 81<br>Marca temporal: 21/09/17 01:29<br>Calle: Plancha del zócalo capitalino <br>Numero_aproximado: 0<br>Colonia: Centro <br>Delegacion: Cuauhtémoc <br>Nombre_contacto: Fernanda Carrasco <br>Telefono: 5552140068<br>Articulos_Urgentes: Aceite, café, lentejas, sal, azucar, bolsas y cereal <br>Alimentos_Faltantes: Alimentos no perecederos <br>Alimentos_Existentes: Agua<br>Medicamentos_Faltantes: analgésicos, solución fisiológica <br>Medicamentos_Existentes: Ropa<br>Herramientas_Faltantes: Picos, palas, extensiones <br>Herramientas_Existentes: Ninguno <br>Otros_Articulos: Pañales <br>Horario_Atencion: 24 horas <br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,81.0,21/09/17 01:29,Plancha del zócalo capitalino,0.0,Centro,Cuauhtémoc,Fernanda Carrasco,5552140068,"Aceite, café, lentejas, sal, azucar, bolsas y cereal",Alimentos no perecederos,Agua,"analgésicos, solución fisiológica",Ropa,"Picos, palas, extensiones",Ninguno,Pañales,24 horas,Sí,Sí,Ciudad de México,,
-99.0328768,19.3022931,,"unnamed (1): 82<br>Marca temporal: 21/09/17 01:33<br>Calle: Calle de la Luz<br>Numero_aproximado: 43<br>Colonia: Chapultepec<br>Delegacion: 0<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones<br>Horario_Atencion: 08:00-21:00<br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3022931<br>longitud: -99.0328768",,,,,-1,0,-1,,,82.0,21/09/17 01:33,Calle de la Luz,43.0,Chapultepec,0,0,0,0,"Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar",0,"Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos",0,0,0,"Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones",08:00-21:00,,Sí,Ciudad de México,19.3022931,-99.0328768
-99.0136069,19.3641347,,"unnamed (1): 83<br>Marca temporal: 21/09/17 01:35<br>Calle: Calle Edén <br>Numero_aproximado: 44<br>Colonia: Las Águilas<br>Delegacion: Alvaro Obregón<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones<br>Horario_Atencion: 08:00-21:00<br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3641347<br>longitud: -99.0136069",,,,,-1,0,-1,,,83.0,21/09/17 01:35,Calle Edén,44.0,Las Águilas,Alvaro Obregón,0,0,0,"Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar",0,"Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos",0,0,0,"Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones",08:00-21:00,,Sí,Ciudad de México,19.3641347,-99.0136069
-99.1734513,19.3971296,,"unnamed (1): 84<br>Marca temporal: 21/09/17 01:36<br>Calle: Calle Galvestón<br>Numero_aproximado: 48<br>Colonia: Nápoles<br>Delegacion: Benito Juárez<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones<br>Horario_Atencion: 08:00-21:00<br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3971296<br>longitud: -99.1734513",,,,,-1,0,-1,,,84.0,21/09/17 01:36,Calle Galvestón,48.0,Nápoles,Benito Juárez,0,0,0,"Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar",0,"Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos",0,0,0,"Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones",08:00-21:00,,Sí,Ciudad de México,19.3971296,-99.1734513
-99.1603546,19.525432,,"unnamed (1): 85<br>Marca temporal: 21/09/17 01:39<br>Calle: Emiliano Zapata<br>Numero_aproximado: 7<br>Colonia: Ticuman Centro<br>Delegacion: Tlaltizapan<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones<br>Horario_Atencion: 08:00-21:00<br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Morelos<br>latitud: 19.525432<br>longitud: -99.1603546",,,,,-1,0,-1,,,85.0,21/09/17 01:39,Emiliano Zapata,7.0,Ticuman Centro,Tlaltizapan,0,0,0,"Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar",0,"Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos",0,0,0,"Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones",08:00-21:00,,Sí,Morelos,19.525432,-99.1603546
-99.2729496,19.3341958,,"unnamed (1): 86<br>Marca temporal: 21/09/17 01:40<br>Calle: Camino Viejo a Mixcoac<br>Numero_aproximado: 100<br>Colonia: San Bartolo Ameyalco<br>Delegacion: Álvaro Obregón<br>Nombre_contacto: 0<br>Telefono: 0<br>Articulos_Urgentes: 0<br>Alimentos_Faltantes: Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar<br>Alimentos_Existentes: 0<br>Medicamentos_Faltantes: Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos<br>Medicamentos_Existentes: 0<br>Herramientas_Faltantes: 0<br>Herramientas_Existentes: 0<br>Otros_Articulos: Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones<br>Horario_Atencion: 08:00-21:00<br>Requieren_voluntarios: <br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3341958<br>longitud: -99.2729496",,,,,-1,0,-1,,,86.0,21/09/17 01:40,Camino Viejo a Mixcoac,100.0,San Bartolo Ameyalco,Álvaro Obregón,0,0,0,"Alimento para bebé, Atún en lata o bolsa, Frijoles en bolsa, arroz en bolsa, Aceite para cocinar",0,"Vendas, Gasas esterlizadas, Alcohol, Agua oxigenada, Antihipertensivos, Metformina, Antidiarréicos",0,0,0,"Papel sanitario, Toallas femeninas, Pañales, Jabón de pastilla, Toallas húmedas, Biberones",08:00-21:00,,Sí,Ciudad de México,19.3341958,-99.2729496
-99.1975615,19.4318042,Centralito,"unnamed (1): 87<br>Marca temporal: 21/09/17 08:28<br>Calle: Anatole France<br>Numero_aproximado: 70<br>Colonia: Polanco<br>Delegacion: Miguel Hidalgo<br>Nombre_contacto: Roberto Slim<br>Telefono: 5554057072<br>Articulos_Urgentes: <br>Impermeables, Mamilas<br>Alimentos_Faltantes: No perecederos<br>Alimentos_Existentes: Agua de coco<br>Medicamentos_Faltantes: Adrenalina, xylocaina<br>Medicamentos_Existentes: <br>Herramientas_Faltantes: Pilas D, Lámparas, Seguetas, Cadenas, Guantes latex, Guantes carnaza, Palas<br>Herramientas_Existentes: <br>Otros_Articulos: Bolsas Jumbo de Basura<br>Horario_Atencion: 10am - 10pm<br>Requieren_voluntarios: No<br>Verificado: No<br>Estado: Ciudad de México<br>latitud: 19.4318042<br>longitud: -99.1975615",,,,,-1,0,-1,,,87.0,21/09/17 08:28,Anatole France,70.0,Polanco,Miguel Hidalgo,Roberto Slim,5554057072,"Impermeables, Mamilas",No perecederos,Agua de coco,"Adrenalina, xylocaina",,"Pilas D, Lámparas, Seguetas, Cadenas, Guantes latex, Guantes carnaza, Palas",,Bolsas Jumbo de Basura,10am - 10pm,No,No,Ciudad de México,19.4318042,-99.1975615
,,COLMEX,"unnamed (1): 88<br>Marca temporal: 21/09/17 08:43<br>Calle: Carretera Picacho-Ajusto<br>Numero_aproximado: 20<br>Colonia: Ampliación Jardínes del Pedegral<br>Delegacion: Tlalpan<br>Nombre_contacto: Omar Areizaga<br>Telefono: 5539925202<br>Articulos_Urgentes:  herramientas y medicina (LISTERINE)<br>Alimentos_Faltantes: Chocolate en polvo y barra, Comida para mascota <br>Alimentos_Existentes: No hay<br>Medicamentos_Faltantes: Alcohol, Analgésicos, Antiséptico, Cubre bocas, Gasas, Suero, Vendas<br>Medicamentos_Existentes: No hay<br>Herramientas_Faltantes: Palas, Cascos, Picos, Cubetas<br>Herramientas_Existentes: No hay<br>Otros_Articulos: , Shampoo Jabón en barra, Desodorante, Toallas sanitarias, Papel higiénico, Pañales, <br>Horario_Atencion: 8am 12pm<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: <br>longitud:",,,,,,,-1,,,88.0,21/09/17 08:43,Carretera Picacho-Ajusto,20.0,Ampliación Jardínes del Pedegral,Tlalpan,Omar Areizaga,5539925202,herramientas y medicina (LISTERINE),"Chocolate en polvo y barra, Comida para mascota",No hay,"Alcohol, Analgésicos, Antiséptico, Cubre bocas, Gasas, Suero, Vendas",No hay,"Palas, Cascos, Picos, Cubetas",No hay,", Shampoo Jabón en barra, Desodorante, Toallas sanitarias, Papel higiénico, Pañales,",8am 12pm,No,Sí,Ciudad de México,,
-99.1786785,19.3737123,Villa Olímpica,"unnamed (1): 89<br>Marca temporal: 21/09/17 09:19<br>Calle: Insurgentes Sur<br>Numero_aproximado: 0<br>Colonia: Villa Olímpica<br>Delegacion: Tlalpan<br>Nombre_contacto: Renata Terrazas<br>Telefono: 5536594667<br>Articulos_Urgentes: Moto<br>Alimentos_Faltantes: Todosmenos comida preparada <br>Alimentos_Existentes: Varios<br>Medicamentos_Faltantes: Antiinflamatorios, antibióticos, shampoo para piojos, jarabe de tos<br>Medicamentos_Existentes: Varios <br>Herramientas_Faltantes: Ninguna<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Moto<br>Horario_Atencion: 24 horas<br>Requieren_voluntarios: Sí<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3737123<br>longitud: -99.1786785",,,,,-1,0,-1,,,89.0,21/09/17 09:19,Insurgentes Sur,0.0,Villa Olímpica,Tlalpan,Renata Terrazas,5536594667,Moto,Todosmenos comida preparada,Varios,"Antiinflamatorios, antibióticos, shampoo para piojos, jarabe de tos",Varios,Ninguna,Ninguna,Moto,24 horas,Sí,Sí,Ciudad de México,19.3737123,-99.1786785
-99.1762657,19.3644616,Centro de acopio de juguetes,unnamed (1): 90<br>Marca temporal: 21/09/17 09:23<br>Calle: Moras <br>Numero_aproximado: 416<br>Colonia: Del Valle<br>Delegacion: Benito Juárez <br>Nombre_contacto: Renata Terrazas<br>Telefono: 5536594667<br>Articulos_Urgentes: Juguetes y peluches en buen estado <br>Alimentos_Faltantes: NInguno<br>Alimentos_Existentes: NInguno<br>Medicamentos_Faltantes: Ninguno<br>Medicamentos_Existentes: NInguno <br>Herramientas_Faltantes: Ninguna<br>Herramientas_Existentes: Ninguna<br>Otros_Articulos: Juguetes<br>Horario_Atencion: sep-20<br>Requieren_voluntarios: No<br>Verificado: Sí<br>Estado: Ciudad de México<br>latitud: 19.3644616<br>longitud: -99.1762657,,,,,-1,0,-1,,,90.0,21/09/17 09:23,Moras,416.0,Del Valle,Benito Juárez,Renata Terrazas,5536594667,Juguetes y peluches en buen estado,NInguno,NInguno,Ninguno,NInguno,Ninguna,Ninguna,Juguetes,sep-20,No,Sí,Ciudad de México,19.3644616,-99.1762657
